Sr No,startup,vertical,city,investors,round,amount,year,state
4386,Sunday,E-Commerce,Bengaluru,"SCB 10X, LINE Ventures",Undisclosed,90,2020,Karnataka
4387,Suno India,Media,Secunderabad,Shobu Yarlagadda,Undisclosed,0,2020,Telangana
4388,Sunstone Eduversity,AI,Gurugram,Prime Venture Partners,Undisclosed,249,2020,Haryana
4389,Super Surfaces,Households,Hyderabad,Vishnu Reddy,Undisclosed,1,2020,Telangana
4390,SuperMoney,FinTech,Mumbai,Unitus Ventures.,Undisclosed,8,2020,Maharashtra
4391,Supplynote,Logistics,Noida,Artha Venture,Undisclosed,42,2020,Uttar Pradesh
4392,Suryoday,FinTech,Mumbai,"Gaja Capital, Kotak Life, Lok Capital",Undisclosed,66,2020,Maharashtra
4393,Svami,Food,Mumbai,9Unicorns,Undisclosed,0,2020,Maharashtra
4394,Swiflearn,Healthcare,Gurugram,"Stellaris Venture Partners, Venture Highway",Undisclosed,0,2020,Haryana
4395,Swiggy,Food,Bengaluru,Prosus N.V,Undisclosed,929,2020,Karnataka
4396,Swiggy,Food,Bengaluru,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",Undisclosed,353,2020,Karnataka
4397,Swipez,FinTech,Pune,"9Unicorns, Anicut",Undisclosed,0,2020,Maharashtra
4398,TagMango,Services,Mumbai,"XRM Media, Kevin Lin",Undisclosed,42,2020,Maharashtra
4399,TagZ Foods,EdTech,Bengaluru,"Katrina Kaif, Steadview Capital",Undisclosed,0,2020,Karnataka
4400,Tamasha.live,Entertainment,Mumbai,IAN Fund,Undisclosed,83,2020,Maharashtra
4401,Tango Eye,AI,Chennai,Real Estate Accelerator Program,Undisclosed,0,2020,Tamil Nadu
4402,Tattva,Healthcare,New Delhi,"Sukhbir Singh, Rakhee Singal",Undisclosed,1,2020,Delhi
4403,TaxBuddy.com,FinTech,Mumbai,Zenith Global,Undisclosed,83,2020,Maharashtra
4404,Tea Trunk,Food,Goa,Angel investors,Undisclosed,0,2020,Goa
4405,Teach Us,EdTech,Mumbai,Angel investors,Undisclosed,0,2020,Maharashtra
4406,Teachmint,EdTech,Bengaluru,"Sequoia Capital India, Faering Capital",Undisclosed,4565,2020,Karnataka
4407,Teachmint,EdTech,Bengaluru,Better Capital,Undisclosed,0,2020,Karnataka
4408,TeaMonk,Food,Bengaluru,Titan Capital,Undisclosed,75,2020,Karnataka
4409,Techbooze,SaaS,New Delhi,Space Capital,Undisclosed,11,2020,Delhi
4410,TechnifyBiz,SaaS,New Delhi,"Omnivore, Insitor Impact Asia Fund",Undisclosed,2,2020,Delhi
4411,Tekion,Automotive,Bengaluru,Anand Mahindra,Undisclosed,0,2020,Karnataka
4412,Tesco Charge Zone,EV,Vadodara,Mumbai Angels Network,Undisclosed,0,2020,Gujarat
4413,Tessol,Food,Mumbai,1Funds Domestic Scheme,Undisclosed,1,2020,Maharashtra
4414,Testbook,EdTech,Mumbai,Iron Pillar,Undisclosed,6,2020,Maharashtra
4415,Text Mercato,Content Creation,Bengaluru,1Crowd,Undisclosed,5,2020,Karnataka
4416,The ePlane,Marketing,Chennai,Speciale Invest,Undisclosed,58,2020,Tamil Nadu
4417,The Health company,Healthcare,Gurugram,"VCATS, First Cheque, 9Unicorns, Marquee investors",Undisclosed,28,2020,Haryana
4418,The New Shop,FinTech,New Delhi,Huddle Accelerator,Undisclosed,581,2020,Delhi
4419,Thrive,Food,Mumbai,"IBK Capital, SB Partners",Undisclosed,2328,2020,Maharashtra
4420,ThriveFNC,Healthcare,Pune,Rajesh Ranavat,Undisclosed,0,2020,Maharashtra
4421,Timios,AI,Bengaluru,Rangsons Technologies,Undisclosed,0,2020,Karnataka
4422,Tinker Coders,Technology,Noida,STEMROBO Technologies,Undisclosed,423,2020,Uttar Pradesh
4423,Toch,AgriTech,Mumbai,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",Undisclosed,8,2020,Maharashtra
4424,Toch,AgriTech,Mumbai,Inflection Point Ventures,Undisclosed,3,2020,Maharashtra
4425,Toddle,EdTech,Bengaluru,Matrix Partners India,Undisclosed,0,2020,Karnataka
4426,Toppeq,Food,Mumbai,Undisclosed,Undisclosed,0,2020,Maharashtra
4427,Toppr,EdTech,Mumbai,"Kaizenvest, Foundation Holdings",Undisclosed,2905,2020,Maharashtra
4428,Toppr,EdTech,Mumbai,Foundation Holdings,Undisclosed,384,2020,Maharashtra
4429,Tracxn,Data Analytics,Bengaluru,"Saif partners, Accel partners, Sequoia capital",Undisclosed,4,2020,Karnataka
4430,Traya,Healthcare,Mumbai,"Kia Ora Ventures, Pentathlon Ventures",Undisclosed,83,2020,Maharashtra
4431,TREAD,Automotive,Bengaluru,"growX Ventures, Huddle (Incubator)",Undisclosed,91,2020,Karnataka
4432,Treebo Hotels,Energy,Bengaluru,Foxhog Ventures,Undisclosed,83,2020,Karnataka
4433,Trell,Social Media,Bengaluru,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",Undisclosed,90,2020,Karnataka
4434,Trell,Social Media,Bengaluru,"Sequoia’s Surge, Fosun RZ",Undisclosed,33,2020,Karnataka
4435,Tribe Theory,Hospitality,Bengaluru,Tim Draper,Undisclosed,29,2020,Karnataka
4436,Tricog,Healthcare,Bengaluru,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",Undisclosed,86,2020,Karnataka
4437,Tring,Social Media,Mumbai,TVS Motor Company,Undisclosed,332,2020,Maharashtra
4438,Tring,Social Media,Mumbai,"Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",Undisclosed,0,2020,Maharashtra
4439,True Balance,Healthcare,Gurugram,"Pegasus Tech Ventures, Base Partners",Undisclosed,415,2020,Haryana
4440,True Balance,Healthcare,Gurugram,Balancehero,Undisclosed,7,2020,Haryana
4441,TrueFan,Social Media,Mumbai,"Mayfield India, Saama Capital, Ronnie Screwvala",Undisclosed,354,2020,Maharashtra
4442,Trukky,Logistics,Ahmedabad,Mumbai Angels.,Undisclosed,0,2020,Gujarat
4443,TrulyMadly Matchmakers,Dating,Gurugram,"AngelList, Inflection Point Ventures, The Chennai Angels",Undisclosed,1,2020,Haryana
4444,TUBBR,Social Media,Chennai,"Abu Dhabi Investment Authority, GIC",Undisclosed,830,2020,Tamil Nadu
4445,TurboHire,HR Tech,Hyderabad,"CP Ventures, Orios Venture Partners",Undisclosed,99,2020,Telangana
4446,Turtlemint,Personal Care,Mumbai,"BASE, Gunosy Capital",Undisclosed,0,2020,Maharashtra
4447,Uable,Communication,Bengaluru,3one4 Capital,Undisclosed,0,2020,Karnataka
4448,Udacity,EdTech,New Delhi,"Menterra Venture Advisors, Emandi Sankara Rao",Undisclosed,166,2020,Delhi
4449,uFony Services Pvt ltd,Media,Pune,Chennai Angels,Undisclosed,0,2020,Maharashtra
4450,Ultraviolette Automotive,Automotive,Bengaluru,"Whiteboard Capital, VKG Ventures LLP.",Undisclosed,166,2020,Karnataka
4451,Ultraviolette Automotive,Automotive,Bengaluru,TVS Motor Company,Undisclosed,33,2020,Karnataka
4452,Umeed Housing,Real Estate,Gurugram,Morgan Stanley Private Equity Asia,Undisclosed,189,2020,Haryana
4453,Unacademy,EdTech,Bengaluru,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",Undisclosed,902,2020,Karnataka
4454,Unacademy,EdTech,Bengaluru,"Dragoneer Investment Group, Tiger Global Management",Undisclosed,0,2020,Karnataka
4455,UnboxRobotics Labs,Robotics,Bengaluru,"Arali Ventures, CIIE.CO",Undisclosed,4,2020,Karnataka
4456,Uni,FinTech,Mumbai,"Xseed Partners, InnoVen Capital",Undisclosed,141,2020,Maharashtra
4457,Uniplatform Tech,SaaS,New Delhi,"Frontline Strategy Finds, SucSEED Venture Partners LLP",Undisclosed,0,2020,Delhi
4458,Univ.ai,Education,Bengaluru,Kiran Mazumdar Shaw.,Undisclosed,0,2020,Karnataka
4459,Univariety,EdTech,Hyderabad,Info Edge,Undisclosed,9,2020,Telangana
4460,Universal Sportsbiz,Sports,Bengaluru,"DEG, KFW DEG",Undisclosed,390,2020,Karnataka
4461,Universal Sportsbiz,Sports,Bengaluru,NB Ventures,Undisclosed,4,2020,Karnataka
4462,Unnati,EdTech,Noida,Undisclosed,Undisclosed,915,2020,Uttar Pradesh
4463,Unocoin,Consumer Internet,Bengaluru,"SenseAI Ventures, EvoNexus",Undisclosed,42,2020,Karnataka
4464,Unotech,AI,Mumbai,Manish Choksi,Undisclosed,16,2020,Maharashtra
4465,Uolo,EdTech,Bengaluru,"Sweta Rau, Archana Priyadarshini",Undisclosed,33,2020,Karnataka
4466,UzhavarBumi,AgriTech,Kancheepuram,Angel Network,Undisclosed,0,2020,Tamil Nadu
4467,Vahak,Transportation,Kolkata,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",Undisclosed,0,2020,West Bengal
4468,Vakilsearch,Technology,Chennai,Sujeet Kumar,Undisclosed,0,2020,Tamil Nadu
4469,Varthana,EdTech,Bengaluru,ChrysCapital,Undisclosed,123,2020,Karnataka
4470,Vedantu,EdTech,Bengaluru,Coatue,Undisclosed,820,2020,Karnataka
4471,Vedantu,EdTech,Bengaluru,Legend Capital,Undisclosed,103,2020,Karnataka
4472,Vedantu,EdTech,Bengaluru,KB Global Platform Firm,Undisclosed,56,2020,Karnataka
4473,Vedantu,FinTech,Bengaluru,GGV Capital,Undisclosed,197,2020,Karnataka
4474,Vegrow,AgriTech,Bengaluru,"Matrix Partners India, Ankur Capital",Undisclosed,21,2020,Karnataka
4475,Verloop,Services,Bengaluru,Alpha Wave incubation,Undisclosed,415,2020,Karnataka
4476,Vernacular ai,Technology,Bengaluru,"Exfinity Ventures, IAN Fund",Undisclosed,42,2020,Karnataka
4477,VerSe Innovation,Entertainment,Bengaluru,Google,Undisclosed,8300,2020,Karnataka
4478,Vesta Space Technology,Healthcare,Pune,Undisclosed,Undisclosed,830,2020,Maharashtra
4479,VestSpace,Logistics,Pune,Next Capital,Undisclosed,82,2020,Maharashtra
4480,Vicara,Entertainment,Bengaluru,Undisclosed,Undisclosed,0,2020,Karnataka
4481,Vieroots,Healthcare,Kochi,Suniel Shetty,Undisclosed,0,2020,Kerala
4482,VilCart,E-Commerce,Bengaluru,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",Undisclosed,0,2020,Karnataka
4483,Virohan,Education,Gurugram,"Keiretsu Forum, Elea Foundation",Undisclosed,9,2020,Haryana
4484,Virtual Forest,Electronics,Bengaluru,Napino Auto and Electronics Ltd,Undisclosed,0,2020,Karnataka
4485,Vistaar Finance,Finance,Bengaluru,FMO,Undisclosed,2499,2020,Karnataka
4486,VitalTech,EdTech,Chandigarh,"Indian Oil Corporation, Krishna Chakravarty",Undisclosed,17,2020,Chandigarh
4487,Vivriti Capital,FinTech,Chennai,LGT Lightstone Aspada,Undisclosed,410,2020,Tamil Nadu
4488,Vivriti Capital,FinTech,Chennai,"Aspada, Creation Investments Capital Management, LLC",Undisclosed,83,2020,Tamil Nadu
4489,Vogo,Consumer Internet,Bengaluru,Lightstone Aspada,Undisclosed,287,2020,Karnataka
4490,Vogo,Consumer Internet,Bengaluru,Lightstone Aspada,Undisclosed,164,2020,Karnataka
4491,Voicezen,AI,Gurugram,Bharti Airtel,Undisclosed,0,2020,Haryana
4492,Voosh,Food,Bengaluru,Better Capital,Undisclosed,0,2020,Karnataka
4493,Wagonfly,Transportation,Bengaluru,Investment Trust of India,Undisclosed,4,2020,Karnataka
4494,WakeFit,Households,Bengaluru,Sequoia Capital.,Undisclosed,1665,2020,Karnataka
4495,Walrus,Construction,Bengaluru,Better Capital,Undisclosed,0,2020,Karnataka
4496,Waycool,AgriTech,Chennai,LightBox Ventures,Undisclosed,262,2020,Tamil Nadu
4497,Waycool,AgriTech,Chennai,Induslnd Bank,Undisclosed,45,2020,Tamil Nadu
4498,WayCool,AgriTech,Chennai,"FMO, IndusInd Bank",Undisclosed,42,2020,Tamil Nadu
4499,WayCool Foods,Food,Chennai,"FMO, IndusInd Bank",Undisclosed,647,2020,Tamil Nadu
4500,WE-Hub,Finance,Hyderabad,Undisclosed,Undisclosed,0,2020,Telangana
4501,wealthbucket,FinTech,New Delhi,Vinod khatumal,Pre-series A,24.75,2020,Delhi
4502,WeInnovate Biosolutions,BioTech,Pune,Chiratae ventures,Undisclosed,0,2020,Maharashtra
4503,Wellcure,Healthcare,Gurugram,Inflection Point Ventures,Undisclosed,2,2020,Haryana
4504,Wellness Forever,Healthcare,Mumbai,India Accelerator,Undisclosed,0,2020,Maharashtra
4505,Wellthy Therapeutics Pvt Ltd,Healthcare,Mumbai,Saama Capital,Undisclosed,33,2020,Maharashtra
4506,Wellversed,Healthcare,New Delhi,Justdial,Undisclosed,0,2020,Delhi
4507,Whatfix,Technology,Bengaluru,Sequoia Capital India,Undisclosed,262,2020,Karnataka
4508,Winuall,EdTech,Bengaluru,"Ankit Bhati, Nitin Gupta",Undisclosed,0,2020,Karnataka
4509,WinZO,Entertainment,New Delhi,"Makers Fund, Courtside Ventures",Undisclosed,1494,2020,Delhi
4510,Winzo,Entertainment,New Delhi,Nexus Venture Partners and 23 High Networth Individuals (HNIs),Undisclosed,915,2020,Delhi
4511,WizKlub,EdTech,Bengaluru,Incubate Fund India,Undisclosed,8,2020,Karnataka
4512,Wobot Intelligence,Technology,New Delhi,Sequoia Capital India,Undisclosed,21,2020,Delhi
4513,Wooden Street,E-Commerce,Jaipur,IAN Fund,Undisclosed,25,2020,Rajasthan
4514,WoodenStreet,E-Commerce,Jaipur,"IAN Fund, Rajasthan Venture Capital Fund",Undisclosed,83,2020,Rajasthan
4515,WorkIndia,Consumer Internet,Mumbai,Xiaomi,Undisclosed,49,2020,Maharashtra
4516,WOW! MOMO,Food,Kolkata,"Syngenta Ventures, Walmart",Undisclosed,2499,2020,West Bengal
4517,WYN Studio,Media,Gurugram,India Angel Fund,Undisclosed,0,2020,Haryana
4518,Wysh,E-Commerce,Hyderabad,Kalaari Capital,Undisclosed,2,2020,Telangana
4519,Xpressbees,Logistics,Pune,"LetsVenture, Jyotsna Bapat",Undisclosed,66,2020,Maharashtra
4520,XpressBees,Logistics,Pune,Alibaba,Undisclosed,1,2020,Maharashtra
4521,Xtracap,FinTech,Gurugram,Angel Investors,Undisclosed,8,2020,Haryana
4522,Yap,FinTech,Chennai,BeeNext,Undisclosed,37,2020,Tamil Nadu
4523,YAP,FinTech,Chennai,"Jitendra Gupta, Better Capital",Undisclosed,33,2020,Tamil Nadu
4524,Yap,FinTech,Chennai,"Amrish Rau, Kunal Shah, Jitendra Gupta",Undisclosed,11,2020,Tamil Nadu
4525,Yellow Classes,EdTech,Gurugram,India Quotient,Undisclosed,108,2020,Haryana
4526,Yellow Messenger,AI,Bengaluru,"Lightspeed Venture Partners, Lightspeed India Partners.",Undisclosed,164,2020,Karnataka
4527,Yolo,Healthcare,Gurugram,Nexus Venture Partners,Undisclosed,27,2020,Haryana
4528,Yolo,Healthcare,Gurugram,Undisclosed,Undisclosed,5,2020,Haryana
4529,Your MD,Healthcare,Hyderabad,Startup Basket.,Undisclosed,50,2020,Telangana
4530,Yulu,Transportation,Bengaluru,Rocketship,Undisclosed,32,2020,Karnataka
4531,Yumlane,Food,Mumbai,Jetty Ventures,Undisclosed,8,2020,Maharashtra
4532,Zealthy,FinTech,Bengaluru,"KYT Ventures, First Cheque, AngelList",Undisclosed,0,2020,Karnataka
4533,Zetwerk,Manufacturing,Bengaluru,Greenoaks,Undisclosed,172,2020,Karnataka
4534,Zetwerk,Manufacturing,Bengaluru,InnoVen capital,Undisclosed,18,2020,Karnataka
4535,Zimyo,HR Tech,Gurugram,"Abhishant Pant, Chiranth Patil",Undisclosed,124,2020,Haryana
4536,Zimyo,HR Tech,Gurugram,Yatra Angel Network (YAN),Undisclosed,0,2020,Haryana
4537,Zinier,AI,Bengaluru,ICONIQ Capital,Undisclosed,68,2020,Karnataka
4538,ZipLoan,Consumer Internet,New Delhi,"Stride Ventures, Matrix Partners India",Undisclosed,249,2020,Delhi
4539,ZipLoan,Consumer Internet,New Delhi,Stride Ventures,Undisclosed,16,2020,Delhi
4540,Zolostays,Real Estate,Bengaluru,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",Undisclosed,459,2020,Karnataka
4541,Zomato,Food,Gurugram,Kapil Dev,Undisclosed,4326,2020,Haryana
4542,Zomato,Food,Gurugram,Ant financial,Private Equity,1237.5,2020,Haryana
4543,Zomato,Food,Gurugram,"MacRitchie Investments, Baillie Gifford",Undisclosed,514,2020,Haryana
4544,Zomato,Food,Gurugram,Pacific Horizon,Undisclosed,41,2020,Haryana
4545,Zoomcar,Transportation,Bengaluru,Sony Innovation Fund,Undisclosed,22,2020,Karnataka
4546,ZunRoof,Energy,Gurugram,Godrej Investments,Undisclosed,25,2020,Haryana
4547,Zupee,Entertainment,Gurugram,Matrix Partners,Undisclosed,66,2020,Haryana
4548,Zuper,E-Commerce,Chennai,"Gemba Capital, Gunderson Dettmer",Undisclosed,91,2020,Tamil Nadu
4549,Zvesta,Logistics,Gurugram,Hindustan Media Ventures,Undisclosed,45,2020,Haryana
4550,&ME,Food ,Bengaluru,Undisclosed,Seed,0,2021,Karnataka
4551,1Crowd,Finance,Mumbai,Undisclosed,Angel,3.5,2021,Maharashtra
4552,6Degree,Networking,Mumbai,Undisclosed,Seed,0.4,2021,Maharashtra
4553,9stacks,Software,New Delhi,Undisclosed,Series A,28,2021,Delhi
4554,Aarav Unmanned Systems,Delivery,Bengaluru,Undisclosed,Seed,0,2021,Karnataka
4555,Aashiyaan,Finance,Kolkata,Undisclosed,Seed,13.5,2021,West Bengal
4556,Aavas Financiers,Finance,Jaipur,Undisclosed,Post-IPO Debt,200,2021,Rajasthan
4557,Acko,FinTech,Mumbai,Undisclosed,Series A,1.2,2021,Maharashtra
4558,Adiuvo Diagnostics,Healthcare,Chennai,Undisclosed,Seed,0,2021,Tamil Nadu
4559,AgNext Technologies,Agriculture,Mohali,Undisclosed,Series A,0,2021,Punjab
4560,Agricxlab,AgriTech,Thane,Undisclosed,Seed,0.5,2021,Maharashtra
4561,Aldopay,FinTech,Chennai,Undisclosed,Seed,0.2,2021,Tamil Nadu
4562,alphaics Corporation,Cloud Tech,Bengaluru,Undisclosed,Seed,0,2021,Karnataka
4563,Ambee,Healthcare,Bengaluru,Undisclosed,Angel,0,2021,Karnataka
4564,Antariksh Waste Ventures Pvt ltd,IoT,Chennai,Undisclosed,Seed,0.5,2021,Tamil Nadu
4565,Any time Doctor,Healthcare,Chennai,Undisclosed,Angel,0,2021,Tamil Nadu
4566,APAC Financial Services,Finance,Mumbai,Undisclosed,Private Equity,250,2021,Maharashtra
4567,AppWharf,AI,New Delhi,Undisclosed,Seed,0,2021,Delhi
4568,Arogya MedTech,Healthcare,Kolkata,Undisclosed,Seed,1.5,2021,West Bengal
4569,artbandhu,Media,Bengaluru,Undisclosed,Pre-Seed,0.11,2021,Karnataka
4570,Articbot,AI,Kannur,Undisclosed,Grant,0.12,2021,Kerala
4571,Arzooo,E-Commerce,Bengaluru,Undisclosed,Seed,1.5,2021,Karnataka
4572,Asset Reconstruction Company (India) Ltd.,Finance,Mumbai,Undisclosed,Secondary Market,0,2021,Maharashtra
4573,Asteria Aerospace,Aerospace,Bengaluru,Undisclosed,Seed,0,2021,Karnataka
4574,AuthMetrik,Cybersecurity,Gurugram,Undisclosed,Grant,0.07,2021,Haryana
4575,Avail Finance,FinTech,Bengaluru,Undisclosed,Series A,172,2021,Karnataka
4576,Avenues Payments India Pvt. Ltd.,Finance,Mumbai,Undisclosed,Corporate Round,13,2021,Maharashtra
4577,Aviom India Housing Finance,Finance,New Delhi,Undisclosed,Series A,15,2021,Delhi
4578,Avishkaar Box,Education,New Delhi,Undisclosed,Seed,5,2021,Delhi
4579,Awaaz De,Communication,Ahmedabad,Undisclosed,Angel,0,2021,Maharashtra
4580,Awign Enterprises,Marketing,Bengaluru,Undisclosed,Seed,5,2021,Karnataka
4581,Aye Finance,Finance,Gurugram,Undisclosed,Debt Financing,7.2,2021,Haryana
4582,Azure Power,Energy,New Delhi,Undisclosed,Post-IPO Equity,1850,2021,Delhi
4583,BabyChakra,Consumer Internet,Mumbai,Undisclosed,Series B,0,2021,Maharashtra
4584,Backpacker Panda Holidays Private Limited,Travel,Pune,Undisclosed,Series A,14,2021,Pune
4585,Be U Salons,Personal Care,New Delhi,Undisclosed,Seed,3,2021,Delhi
4586,Belstar Investment and Finance Private Limited,Finance,Chennai,Undisclosed,Venture - Series Unknown,280,2021,Tamil Nadu
4587,Benepik,Technology,Gurugram,Undisclosed,Seed,0,2021,Haryana
4588,Betterplace,Services,Bengaluru,Undisclosed,Series A,30,2021,Karnataka
4589,BhaskarGuru,Education,Bhopal,Undisclosed,Seed,8.2,2021,Madhya Pradesh
4590,BIGPHI TECHNOLOGIES PVT. LTD.,Personal Care,Bengaluru,Undisclosed,Angel,7.38,2021,Karnataka
4591,Billdesk,FinTech,Ahmedabad,Undisclosed,Venture - Series Unknown,0,2021,Gujarat
4592,Biryani By Kilo,Food,Noida,Undisclosed,Seed,10,2021,Uttar Pradesh
4593,BizCrum Infotech Pvt. Ltd.,B2B,New Delhi,Undisclosed,Seed,0,2021,Delhi
4594,Blackbuck,Logistics,Bengaluru,Undisclosed,Series D,202.96,2021,Karnataka
4595,BlueJack,Automotive,New Delhi,Undisclosed,Seed,6.4,2021,Delhi
4596,Blueleaf Cyberspace Systems,Internet,Bengaluru,Undisclosed,Seed,0,2021,Karnataka
4597,Bombay Shaving,Personal Care,New Delhi,Undisclosed,Series A,0,2021,Delhi
4598,Bon(Bonfleet Solutions),FinTech,Pune,Undisclosed,Seed,7.8,2021,Maharashtra
4599,Bonphul Air Products,Services,New Delhi,Undisclosed,Angel,2,2021,Delhi
4600,Boodmo,Automotive,Gurugram,Undisclosed,Seed,7,2021,Haryana
4601,Bounce,Transportation,Bengaluru,Undisclosed,Debt Financing,30,2021,Karnataka
4602,Buddy4studdy,Careers,Noida,Undisclosed,Series A,30,2021,Uttar Pradesh
4603,Bugworks,BioTech,Bengaluru,Undisclosed,Series A,90,2021,Karnataka
4604,BuildSupply,IT,Gurugram,Undisclosed,Series A,25,2021,Haryana
4605,BuyForexOnline,Travel,Bengaluru,Undisclosed,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,20,2021,Karnataka
4606,BYJU'S,EdTech,Bengaluru,Undisclosed,Private Equity,5400,2021,Karnataka
4607,Carcrew,Marketing ,Mumbai,Undisclosed,Seed,20,2021,Maharashtra
4608,CarDekho,Automotive,Gurugram,Undisclosed,Series C,750,2021,Haryana
4609,Career Anna,Careers,Bengaluru,Undisclosed,Seed,4,2021,Karnataka
4610,Carmel Organics,AgriTech,Indore,Undisclosed,Series A,0,2021,Madhya Pradesh
4611,Carmesi,Healthcare,Gurugram,Undisclosed,Seed,3.4,2021,Haryana
4612,Cash Suvidha,Finance,New Delhi,Undisclosed,Seed,10,2021,Delhi
4613,Cashkumar,FinTech,Bengaluru,Undisclosed,Seed,5,2021,Karnataka
4614,CashRich,FinTech,Mumbai,Undisclosed,Seed,8.2,2021,Maharashtra
4615,Cell Propulsion,Aerospace,Bengaluru,Undisclosed,Seed,0.7,2021,Karnataka
4616,Cellerite Systems,Transportation,Hyderabad,Undisclosed,Seed,0,2021,Telangana
4617,Chaayos,Food ,New Delhi,Undisclosed,Series B,81,2021,Delhi
4618,Chai Kings,Food ,Chennai,Undisclosed,Seed,2,2021,Tamil Nadu
4619,Chakr Innovation,Technology,New Delhi,Undisclosed,Seed,0,2021,Delhi
4620,Charcoal Eats,Food,Mumbai,Undisclosed,Seed,5,2021,Maharashtra
4621,Chariot Tech,IoT,New Delhi,Undisclosed,Seed,2,2021,Delhi
4622,Chezuba,Internet,Hyderabad,Undisclosed,Angel,0.14,2021,Telangana
4623,Chizel,Design,Pune,Undisclosed,Seed,0,2021,Maharashtra
4624,Chrysalis (EZ Vidya),Education,Chennai,Undisclosed,Seed,0,2021,Tamil Nadu
4625,Chtrbox,Marketing,Mumbai,Undisclosed,Angel,1,2021,Maharashtra
4626,CivilCops,IT,Gurugram,Undisclosed,Pre-Seed,0.74,2021,Haryana
4627,Classworks India,Education,Chennai,Undisclosed,Undisclosed,0.01,2021,Tamil Nadu
4628,CleanseCar,Services,Bengaluru,Undisclosed,Angel,3.5,2021,Karnataka
4629,Cleardekho,Internet,Ghaziabad,Undisclosed,Venture - Series Unknown,0,2021,Uttar Pradesh
